Date,Close
1/2/2015 16:00:00,56.22
1/5/2015 16:00:00,55.09
1/6/2015 16:00:00,54.93
1/7/2015 16:00:00,57.22
1/8/2015 16:00:00,57.6
1/9/2015 16:00:00,56.72
1/12/2015 16:00:00,57.01
1/13/2015 16:00:00,57.06
1/14/2015 16:00:00,56.7
1/15/2015 16:00:00,57.19
1/16/2015 16:00:00,57.73
1/20/2015 16:00:00,58.44
1/21/2015 16:00:00,58.49
1/22/2015 16:00:00,58.49
1/23/2015 16:00:00,59.88
1/26/2015 16:00:00,59
1/27/2015 16:00:00,59.06
1/28/2015 16:00:00,57.93
1/29/2015 16:00:00,57.56
1/30/2015 16:00:00,56.86
2/2/2015 16:00:00,57.3
2/3/2015 16:00:00,57.01
2/4/2015 16:00:00,56.47
2/5/2015 16:00:00,57.54
2/6/2015 16:00:00,57.6
2/9/2015 16:00:00,56.36
2/10/2015 16:00:00,57.16
2/11/2015 16:00:00,56.88
2/12/2015 16:00:00,57.35
2/13/2015 16:00:00,56.77
2/17/2015 16:00:00,57
2/18/2015 16:00:00,56.93
2/19/2015 16:00:00,56.24
2/20/2015 16:00:00,56.55
2/23/2015 16:00:00,56.55
2/24/2015 16:00:00,56.78
2/25/2015 16:00:00,56.52
2/26/2015 16:00:00,56.49
2/27/2015 16:00:00,57.02
3/2/2015 16:00:00,57.16
3/3/2015 16:00:00,56.46
3/4/2015 16:00:00,56.56
3/5/2015 16:00:00,56.51
3/6/2015 16:00:00,56.4
3/9/2015 16:00:00,56.79
3/10/2015 16:00:00,56.2
3/11/2015 16:00:00,57.61
3/12/2015 16:00:00,60.21
3/13/2015 16:00:00,60
3/16/2015 16:00:00,60.41
3/17/2015 16:00:00,61.45
3/18/2015 16:00:00,61.85
3/19/2015 16:00:00,61.55
3/20/2015 16:00:00,62.1
3/23/2015 16:00:00,62.65
3/24/2015 16:00:00,62.57
3/25/2015 16:00:00,61.27
3/26/2015 16:00:00,62.42
3/27/2015 16:00:00,61.98
3/30/2015 16:00:00,62.52
3/31/2015 16:00:00,62.3
4/1/2015 16:00:00,62.54
4/2/2015 16:00:00,63.8
4/6/2015 16:00:00,64.43
4/7/2015 16:00:00,64.25
4/8/2015 16:00:00,66.52
4/9/2015 16:00:00,67.14
4/10/2015 16:00:00,66.37
4/13/2015 16:00:00,66.02
4/14/2015 16:00:00,66.06
4/15/2015 16:00:00,65.97
4/16/2015 16:00:00,63.49
4/17/2015 16:00:00,64.91
4/20/2015 16:00:00,63.29
4/21/2015 16:00:00,64.16
4/22/2015 16:00:00,63.01
4/23/2015 16:00:00,63.25
4/24/2015 16:00:00,64.41
4/27/2015 16:00:00,61.63
4/28/2015 16:00:00,61.3
4/29/2015 16:00:00,62.08
4/30/2015 16:00:00,60.42
5/1/2015 16:00:00,62.17
5/4/2015 16:00:00,61.93
5/5/2015 16:00:00,61.46
5/6/2015 16:00:00,60.15
5/7/2015 16:00:00,60.04
5/8/2015 16:00:00,60.58
5/11/2015 16:00:00,61.29
5/12/2015 16:00:00,60.79
5/13/2015 16:00:00,61.1
5/14/2015 16:00:00,61.22
5/15/2015 16:00:00,60.23
5/18/2015 16:00:00,60.19
5/19/2015 16:00:00,60.55
5/20/2015 16:00:00,61.02
5/21/2015 16:00:00,61.42
5/22/2015 16:00:00,61.05
5/26/2015 16:00:00,59.94
5/27/2015 16:00:00,60.7
5/28/2015 16:00:00,60.84
5/29/2015 16:00:00,60.1
6/1/2015 16:00:00,60.31
6/2/2015 16:00:00,60.58
6/3/2015 16:00:00,60.74
6/4/2015 16:00:00,61.74
6/5/2015 16:00:00,60.62
6/8/2015 16:00:00,60.15
6/9/2015 16:00:00,60.05
6/10/2015 16:00:00,60.6
6/11/2015 16:00:00,61.28
6/12/2015 16:00:00,61.63
6/15/2015 16:00:00,60.68
6/16/2015 16:00:00,60.4
6/17/2015 16:00:00,60.15
6/18/2015 16:00:00,60.33
6/19/2015 16:00:00,60
6/22/2015 16:00:00,59.74
6/23/2015 16:00:00,59.8
6/24/2015 16:00:00,59.37
6/25/2015 16:00:00,58.98
6/26/2015 16:00:00,58.91
6/29/2015 16:00:00,59.37
6/30/2015 16:00:00,59.1
7/1/2015 16:00:00,60.95
7/2/2015 16:00:00,61.56
7/6/2015 16:00:00,61.66
7/7/2015 16:00:00,61.55
7/8/2015 16:00:00,60.7
7/9/2015 16:00:00,62.13
7/10/2015 16:00:00,61.38
7/13/2015 16:00:00,63.29
7/14/2015 16:00:00,63.7
7/15/2015 16:00:00,63.42
7/16/2015 16:00:00,64.01
7/17/2015 16:00:00,63.56
7/20/2015 16:00:00,63.61
7/21/2015 16:00:00,63.35
7/22/2015 16:00:00,62.51
7/23/2015 16:00:00,62.51
7/24/2015 16:00:00,61.85
7/27/2015 16:00:00,72
7/28/2015 16:00:00,71.41
7/29/2015 16:00:00,70.88
7/30/2015 16:00:00,69.07
7/31/2015 16:00:00,69.02
8/3/2015 16:00:00,70.06
8/4/2015 16:00:00,70.69
8/5/2015 16:00:00,71.19
8/6/2015 16:00:00,70.43
8/7/2015 16:00:00,70.32
8/10/2015 16:00:00,69.8
8/11/2015 16:00:00,69.6
8/12/2015 16:00:00,69.62
8/13/2015 16:00:00,69.35
8/14/2015 16:00:00,69.02
8/17/2015 16:00:00,69.43
8/18/2015 16:00:00,69.03
8/19/2015 16:00:00,69.57
8/20/2015 16:00:00,68.23
8/21/2015 16:00:00,66.92
8/24/2015 16:00:00,64.49
8/25/2015 16:00:00,64.21
8/26/2015 16:00:00,64.82
8/27/2015 16:00:00,65.2
8/28/2015 16:00:00,65.03
8/31/2015 16:00:00,64.41
9/1/2015 16:00:00,63.18
9/2/2015 16:00:00,64.84
9/3/2015 16:00:00,64.12
9/4/2015 16:00:00,63.44
9/8/2015 16:00:00,63.36
9/9/2015 16:00:00,62.41
9/10/2015 16:00:00,62.04
9/11/2015 16:00:00,63.66
9/14/2015 16:00:00,63.5
9/15/2015 16:00:00,65.19
9/16/2015 16:00:00,64.58
9/17/2015 16:00:00,64.39
9/18/2015 16:00:00,63.36
9/21/2015 16:00:00,62.82
9/22/2015 16:00:00,62.73
9/23/2015 16:00:00,61.79
9/24/2015 16:00:00,60.95
9/25/2015 16:00:00,59.34
9/28/2015 16:00:00,56.9
9/29/2015 16:00:00,55.08
9/30/2015 16:00:00,56.46
10/1/2015 16:00:00,58.5
10/2/2015 16:00:00,60.06
10/5/2015 16:00:00,58.39
10/6/2015 16:00:00,57.97
10/7/2015 16:00:00,58.55
10/8/2015 16:00:00,59.24
10/9/2015 16:00:00,58.96
10/12/2015 16:00:00,59.2
10/13/2015 16:00:00,57.79
10/14/2015 16:00:00,58.4
10/15/2015 16:00:00,60.11
10/16/2015 16:00:00,60.88
10/19/2015 16:00:00,60.2
10/20/2015 16:00:00,57.89
10/21/2015 16:00:00,57.92
10/22/2015 16:00:00,55.96
10/23/2015 16:00:00,59.55
10/26/2015 16:00:00,59.71
10/27/2015 16:00:00,59.44
10/28/2015 16:00:00,62.35
10/29/2015 16:00:00,60.24
10/30/2015 16:00:00,59.19
11/2/2015 16:00:00,60.82
11/3/2015 16:00:00,62.05
11/4/2015 16:00:00,61.51
11/5/2015 16:00:00,60.92
11/6/2015 16:00:00,60.19
11/9/2015 16:00:00,59.77
11/10/2015 16:00:00,59.94
11/11/2015 16:00:00,59.13
11/12/2015 16:00:00,58.33
11/13/2015 16:00:00,58.01
11/16/2015 16:00:00,58.81
11/17/2015 16:00:00,59.95
11/18/2015 16:00:00,61.27
11/19/2015 16:00:00,61.04
11/20/2015 16:00:00,61.7
11/23/2015 16:00:00,62.36
11/24/2015 16:00:00,62.35
11/25/2015 16:00:00,63
11/27/2015 16:00:00,63.47
11/30/2015 16:00:00,62.93
12/1/2015 16:00:00,65.02
12/2/2015 16:00:00,63.12
12/3/2015 16:00:00,63.53
12/4/2015 16:00:00,65.72
12/7/2015 16:00:00,66.01
12/8/2015 16:00:00,65.67
12/9/2015 16:00:00,65.46
12/10/2015 16:00:00,64.56
12/11/2015 16:00:00,64.49
12/14/2015 16:00:00,64.08
12/15/2015 16:00:00,64.96
12/16/2015 16:00:00,65.87
12/17/2015 16:00:00,65.33
12/18/2015 16:00:00,65.26
12/21/2015 16:00:00,65.91
12/22/2015 16:00:00,65.73
12/23/2015 16:00:00,66.13
12/24/2015 16:00:00,66.32
12/28/2015 16:00:00,65.93
12/29/2015 16:00:00,66.2
12/30/2015 16:00:00,66.08
12/31/2015 16:00:00,65.64
1/4/2016 16:00:00,65.3
1/5/2016 16:00:00,65.86
1/6/2016 16:00:00,64.96
1/7/2016 16:00:00,64.49
1/8/2016 16:00:00,63.7
1/11/2016 16:00:00,63.49
1/12/2016 16:00:00,64.4
1/13/2016 16:00:00,62.78
1/14/2016 16:00:00,63.21
1/15/2016 16:00:00,62.52
1/19/2016 16:00:00,62.09
1/20/2016 16:00:00,61.88
1/21/2016 16:00:00,61.99
1/22/2016 16:00:00,63.26
1/25/2016 16:00:00,63.17
1/26/2016 16:00:00,64.06
1/27/2016 16:00:00,62.03
1/28/2016 16:00:00,60.41
1/29/2016 16:00:00,61.48
2/1/2016 16:00:00,62.7
2/2/2016 16:00:00,60.94
2/3/2016 16:00:00,60.27
2/4/2016 16:00:00,59.9
2/5/2016 16:00:00,58.86
2/8/2016 16:00:00,56.93
2/9/2016 16:00:00,57.67
2/10/2016 16:00:00,56.91
2/11/2016 16:00:00,54.08
2/12/2016 16:00:00,55.75
2/16/2016 16:00:00,56.13
2/17/2016 16:00:00,57.67
2/18/2016 16:00:00,57.06
2/19/2016 16:00:00,56.63
2/22/2016 16:00:00,57.42
2/23/2016 16:00:00,57.47
2/24/2016 16:00:00,56.89
2/25/2016 16:00:00,57.58
2/26/2016 16:00:00,56.98
2/29/2016 16:00:00,55.6
3/1/2016 16:00:00,56.1
3/2/2016 16:00:00,56.29
3/3/2016 16:00:00,55.6
3/4/2016 16:00:00,55.62
3/7/2016 16:00:00,56.81
3/8/2016 16:00:00,56.21
3/9/2016 16:00:00,57.9
3/10/2016 16:00:00,57.98
3/11/2016 16:00:00,58.95
3/14/2016 16:00:00,59.09
3/15/2016 16:00:00,57.13
3/16/2016 16:00:00,55.32
3/17/2016 16:00:00,53.5
3/18/2016 16:00:00,54.08
3/21/2016 16:00:00,54.22
3/22/2016 16:00:00,54.78
3/23/2016 16:00:00,54.05
3/24/2016 16:00:00,54.29
3/28/2016 16:00:00,53.86
3/29/2016 16:00:00,54.95
3/30/2016 16:00:00,54.4
3/31/2016 16:00:00,53.51
4/1/2016 16:00:00,54.21
4/4/2016 16:00:00,54.66
4/5/2016 16:00:00,54.55
4/6/2016 16:00:00,56.73
4/7/2016 16:00:00,56.5
4/8/2016 16:00:00,56.29
4/11/2016 16:00:00,55.92
4/12/2016 16:00:00,54.93
4/13/2016 16:00:00,55.64
4/14/2016 16:00:00,55.73
4/15/2016 16:00:00,55.18
4/18/2016 16:00:00,54.99
4/19/2016 16:00:00,56.66
4/20/2016 16:00:00,56.56
4/21/2016 16:00:00,57.25
4/22/2016 16:00:00,57.05
4/25/2016 16:00:00,55.77
4/26/2016 16:00:00,55.5
4/27/2016 16:00:00,56.23
4/28/2016 16:00:00,54.99
4/29/2016 16:00:00,54.45
5/2/2016 16:00:00,53.49
5/3/2016 16:00:00,54.2
5/4/2016 16:00:00,53.83
5/5/2016 16:00:00,53.87
5/6/2016 16:00:00,50.27
5/9/2016 16:00:00,52.81
5/10/2016 16:00:00,52.87
5/11/2016 16:00:00,50.92
5/12/2016 16:00:00,50.25
5/13/2016 16:00:00,50.3
5/16/2016 16:00:00,50.43
5/17/2016 16:00:00,51.4
5/18/2016 16:00:00,52.07
5/19/2016 16:00:00,51.25
5/20/2016 16:00:00,51.94
5/23/2016 16:00:00,51.22
5/24/2016 16:00:00,51.89
5/25/2016 16:00:00,51.48
5/26/2016 16:00:00,51.59
5/27/2016 16:00:00,51.66
5/31/2016 16:00:00,51.87
6/1/2016 16:00:00,52.91
6/2/2016 16:00:00,54.65
6/3/2016 16:00:00,53.79
6/6/2016 16:00:00,54.69
6/7/2016 16:00:00,54.06
6/8/2016 16:00:00,53.99
6/9/2016 16:00:00,53.31
6/10/2016 16:00:00,53.01
6/13/2016 16:00:00,53.22
6/14/2016 16:00:00,53.37
6/15/2016 16:00:00,52.39
6/16/2016 16:00:00,52.21
6/17/2016 16:00:00,52.01
6/20/2016 16:00:00,51.97
6/21/2016 16:00:00,50.98
6/22/2016 16:00:00,51.19
6/23/2016 16:00:00,51.37
6/24/2016 16:00:00,50.01
6/27/2016 16:00:00,48.53
6/28/2016 16:00:00,49.57
6/29/2016 16:00:00,50.26
6/30/2016 16:00:00,50.23
7/1/2016 16:00:00,50.05
7/5/2016 16:00:00,49.97
7/6/2016 16:00:00,50.31
7/7/2016 16:00:00,50.52
7/8/2016 16:00:00,50.89
7/11/2016 16:00:00,50.93
7/12/2016 16:00:00,52.46
7/13/2016 16:00:00,54.46
7/14/2016 16:00:00,54.98
7/15/2016 16:00:00,54.21
7/18/2016 16:00:00,54.1
7/19/2016 16:00:00,53.6
7/20/2016 16:00:00,54.96
7/21/2016 16:00:00,54.63
7/22/2016 16:00:00,54.73
7/25/2016 16:00:00,54.33
7/26/2016 16:00:00,54.31
7/27/2016 16:00:00,55.16
7/28/2016 16:00:00,54.79
7/29/2016 16:00:00,53.5
8/1/2016 16:00:00,53.61
8/2/2016 16:00:00,52.96
8/3/2016 16:00:00,53.57
8/4/2016 16:00:00,55.45
8/5/2016 16:00:00,54.21
8/8/2016 16:00:00,53.25
8/9/2016 16:00:00,53.45
8/10/2016 16:00:00,52.61
8/11/2016 16:00:00,53.42
8/12/2016 16:00:00,53.86
8/15/2016 16:00:00,54.54
8/16/2016 16:00:00,53.79
8/17/2016 16:00:00,53.08
8/18/2016 16:00:00,53.05
8/19/2016 16:00:00,52.99
8/22/2016 16:00:00,53.48
8/23/2016 16:00:00,53.2
8/24/2016 16:00:00,51.63
8/25/2016 16:00:00,51.2
8/26/2016 16:00:00,51.55
8/29/2016 16:00:00,50.75
8/30/2016 16:00:00,50.56
8/31/2016 16:00:00,50.39
9/1/2016 16:00:00,50.9
9/2/2016 16:00:00,51.22
9/6/2016 16:00:00,51.33
9/7/2016 16:00:00,51.29
9/8/2016 16:00:00,51.04
9/9/2016 16:00:00,50.21
9/12/2016 16:00:00,51.56
9/13/2016 16:00:00,51.54
9/14/2016 16:00:00,51.95
9/15/2016 16:00:00,51.9
9/16/2016 16:00:00,51.74
9/19/2016 16:00:00,50.7
9/20/2016 16:00:00,50.36
9/21/2016 16:00:00,50.48
9/22/2016 16:00:00,51.23
9/23/2016 16:00:00,51.47
9/26/2016 16:00:00,50.27
9/27/2016 16:00:00,49.47
9/28/2016 16:00:00,48.68
9/29/2016 16:00:00,46.29
9/30/2016 16:00:00,46.01
10/3/2016 16:00:00,45.68
10/4/2016 16:00:00,45.26
10/5/2016 16:00:00,45.19
10/6/2016 16:00:00,45.4
10/7/2016 16:00:00,45.06
10/10/2016 16:00:00,45.04
10/11/2016 16:00:00,44.56
10/12/2016 16:00:00,44.12
10/13/2016 16:00:00,44.28
10/14/2016 16:00:00,42.96
10/17/2016 16:00:00,41.79
10/18/2016 16:00:00,43.26
10/19/2016 16:00:00,43.34
10/20/2016 16:00:00,44.21
10/21/2016 16:00:00,44
10/24/2016 16:00:00,43.5
10/25/2016 16:00:00,43.85
10/26/2016 16:00:00,43.36
10/27/2016 16:00:00,43.15
10/28/2016 16:00:00,42.32
10/31/2016 16:00:00,42.74
11/1/2016 16:00:00,43.12
11/2/2016 16:00:00,43.33
11/3/2016 16:00:00,39.2
11/4/2016 16:00:00,40.24
11/7/2016 16:00:00,40.78
11/8/2016 16:00:00,38.77
11/9/2016 16:00:00,39.97
11/10/2016 16:00:00,40.06
11/11/2016 16:00:00,40.65
11/14/2016 16:00:00,41.03
11/15/2016 16:00:00,37.6
11/16/2016 16:00:00,38.07
11/17/2016 16:00:00,38.89
11/18/2016 16:00:00,38.56
11/21/2016 16:00:00,38.8
11/22/2016 16:00:00,37.83
11/23/2016 16:00:00,38.11
11/25/2016 16:00:00,38.21
11/28/2016 16:00:00,38.15
11/29/2016 16:00:00,37.86
11/30/2016 16:00:00,37.7
12/1/2016 16:00:00,36.57
12/2/2016 16:00:00,36.53
12/5/2016 16:00:00,37.04
12/6/2016 16:00:00,35.03
12/7/2016 16:00:00,35.27
12/8/2016 16:00:00,35.91
12/9/2016 16:00:00,36.3
12/12/2016 16:00:00,37.25
12/13/2016 16:00:00,37.66
12/14/2016 16:00:00,37
12/15/2016 16:00:00,36.73
12/16/2016 16:00:00,36.51
12/19/2016 16:00:00,36.57
12/20/2016 16:00:00,36.25
12/21/2016 16:00:00,36.37
12/22/2016 16:00:00,36.91
12/23/2016 16:00:00,36.82
12/27/2016 16:00:00,36.34
12/28/2016 16:00:00,35.93
